indicator,country,code,Year,Value
Prevalence of overweight (% of adults),Azerbaijan,AZE,1996,45.59
Prevalence of overweight (% of adults),Azerbaijan,AZE,1995,44.88
Prevalence of overweight (% of adults),Azerbaijan,AZE,1994,44.17
Prevalence of overweight (% of adults),Azerbaijan,AZE,1993,43.46
Prevalence of overweight (% of adults),Azerbaijan,AZE,1992,42.74
Prevalence of overweight (% of adults),Azerbaijan,AZE,1991,42.03
Prevalence of overweight (% of adults),Azerbaijan,AZE,1990,41.33
Prevalence of overweight (% of adults),"Bahamas, The",BHS,2022,75.79
Prevalence of overweight (% of adults),"Bahamas, The",BHS,2021,75.28
Prevalence of overweight (% of adults),"Bahamas, The",BHS,2020,74.76
Prevalence of overweight (% of adults),"Bahamas, The",BHS,2019,74.23
Prevalence of overweight (% of adults),"Bahamas, The",BHS,2018,73.68
Prevalence of overweight (% of adults),"Bahamas, The",BHS,2017,73.12
Prevalence of overweight (% of adults),"Bahamas, The",BHS,2016,72.53
Prevalence of overweight (% of adults),"Bahamas, The",BHS,2015,71.93
Prevalence of overweight (% of adults),"Bahamas, The",BHS,2014,71.3
Prevalence of overweight (% of adults),"Bahamas, The",BHS,2013,70.64
Prevalence of overweight (% of adults),"Bahamas, The",BHS,2012,69.96
Prevalence of overweight (% of adults),"Bahamas, The",BHS,2011,69.23
Prevalence of overweight (% of adults),"Bahamas, The",BHS,2010,68.46
Prevalence of overweight (% of adults),"Bahamas, The",BHS,2009,67.64
Prevalence of overweight (% of adults),"Bahamas, The",BHS,2008,66.78
Prevalence of overweight (% of adults),"Bahamas, The",BHS,2007,65.88
Prevalence of overweight (% of adults),"Bahamas, The",BHS,2006,64.94
Prevalence of overweight (% of adults),"Bahamas, The",BHS,2005,63.95
Prevalence of overweight (% of adults),"Bahamas, The",BHS,2004,62.91
Prevalence of overweight (% of adults),"Bahamas, The",BHS,2003,61.84
Prevalence of overweight (% of adults),"Bahamas, The",BHS,2002,60.72
Prevalence of overweight (% of adults),"Bahamas, The",BHS,2001,59.56
Prevalence of overweight (% of adults),"Bahamas, The",BHS,2000,58.36
Prevalence of overweight (% of adults),"Bahamas, The",BHS,1999,57.13
Prevalence of overweight (% of adults),"Bahamas, The",BHS,1998,55.87
Prevalence of overweight (% of adults),"Bahamas, The",BHS,1997,54.62
Prevalence of overweight (% of adults),"Bahamas, The",BHS,1996,53.36
Prevalence of overweight (% of adults),"Bahamas, The",BHS,1995,52.1
Prevalence of overweight (% of adults),"Bahamas, The",BHS,1994,50.85
Prevalence of overweight (% of adults),"Bahamas, The",BHS,1993,49.62
Prevalence of overweight (% of adults),"Bahamas, The",BHS,1992,48.41
Prevalence of overweight (% of adults),"Bahamas, The",BHS,1991,47.21
Prevalence of overweight (% of adults),"Bahamas, The",BHS,1990,46.03
Prevalence of overweight (% of adults),Bahrain,BHR,2022,68.69
Prevalence of overweight (% of adults),Bahrain,BHR,2021,68.35
Prevalence of overweight (% of adults),Bahrain,BHR,2020,68.01
Prevalence of overweight (% of adults),Bahrain,BHR,2019,67.65
Prevalence of overweight (% of adults),Bahrain,BHR,2018,67.29
Prevalence of overweight (% of adults),Bahrain,BHR,2017,66.9
Prevalence of overweight (% of adults),Bahrain,BHR,2016,66.49
Prevalence of overweight (% of adults),Bahrain,BHR,2015,66.05
Prevalence of overweight (% of adults),Bahrain,BHR,2014,65.59
Prevalence of overweight (% of adults),Bahrain,BHR,2013,65.12
Prevalence of overweight (% of adults),Bahrain,BHR,2012,64.64
Prevalence of overweight (% of adults),Bahrain,BHR,2011,64.14
Prevalence of overweight (% of adults),Bahrain,BHR,2010,63.62
Prevalence of overweight (% of adults),Bahrain,BHR,2009,63.08
Prevalence of overweight (% of adults),Bahrain,BHR,2008,62.51
Prevalence of overweight (% of adults),Bahrain,BHR,2007,61.91
Prevalence of overweight (% of adults),Bahrain,BHR,2006,61.3
Prevalence of overweight (% of adults),Bahrain,BHR,2005,60.65
Prevalence of overweight (% of adults),Bahrain,BHR,2004,59.97
Prevalence of overweight (% of adults),Bahrain,BHR,2003,59.24
Prevalence of overweight (% of adults),Bahrain,BHR,2002,58.45
Prevalence of overweight (% of adults),Bahrain,BHR,2001,57.59
Prevalence of overweight (% of adults),Bahrain,BHR,2000,56.71
Prevalence of overweight (% of adults),Bahrain,BHR,1999,55.79
Prevalence of overweight (% of adults),Bahrain,BHR,1998,54.86
Prevalence of overweight (% of adults),Bahrain,BHR,1997,53.91
Prevalence of overweight (% of adults),Bahrain,BHR,1996,52.95
Prevalence of overweight (% of adults),Bahrain,BHR,1995,51.99
Prevalence of overweight (% of adults),Bahrain,BHR,1994,51.02
Prevalence of overweight (% of adults),Bahrain,BHR,1993,50.05
Prevalence of overweight (% of adults),Bahrain,BHR,1992,49.09
Prevalence of overweight (% of adults),Bahrain,BHR,1991,48.12
Prevalence of overweight (% of adults),Bahrain,BHR,1990,47.15
Prevalence of overweight (% of adults),Bangladesh,BGD,2022,27.02
Prevalence of overweight (% of adults),Bangladesh,BGD,2021,25.82
Prevalence of overweight (% of adults),Bangladesh,BGD,2020,24.63
Prevalence of overweight (% of adults),Bangladesh,BGD,2019,23.44
Prevalence of overweight (% of adults),Bangladesh,BGD,2018,22.26
Prevalence of overweight (% of adults),Bangladesh,BGD,2017,21.09
Prevalence of overweight (% of adults),Bangladesh,BGD,2016,19.94
Prevalence of overweight (% of adults),Bangladesh,BGD,2015,18.81
Prevalence of overweight (% of adults),Bangladesh,BGD,2014,17.71
Prevalence of overweight (% of adults),Bangladesh,BGD,2013,16.65
Prevalence of overweight (% of adults),Bangladesh,BGD,2012,15.62
Prevalence of overweight (% of adults),Bangladesh,BGD,2011,14.63
Prevalence of overweight (% of adults),Bangladesh,BGD,2010,13.69
Prevalence of overweight (% of adults),Bangladesh,BGD,2009,12.78
Prevalence of overweight (% of adults),Bangladesh,BGD,2008,11.92
Prevalence of overweight (% of adults),Bangladesh,BGD,2007,11.11
Prevalence of overweight (% of adults),Bangladesh,BGD,2006,10.34
Prevalence of overweight (% of adults),Bangladesh,BGD,2005,9.62
Prevalence of overweight (% of adults),Bangladesh,BGD,2004,8.95
Prevalence of overweight (% of adults),Bangladesh,BGD,2003,8.33
Prevalence of overweight (% of adults),Bangladesh,BGD,2002,7.75
Prevalence of overweight (% of adults),Bangladesh,BGD,2001,7.22
Prevalence of overweight (% of adults),Bangladesh,BGD,2000,6.73
Prevalence of overweight (% of adults),Bangladesh,BGD,1999,6.28
Prevalence of overweight (% of adults),Bangladesh,BGD,1998,5.87
Prevalence of overweight (% of adults),Bangladesh,BGD,1997,5.49
Prevalence of overweight (% of adults),Bangladesh,BGD,1996,5.15
Prevalence of overweight (% of adults),Bangladesh,BGD,1995,4.83
Prevalence of overweight (% of adults),Bangladesh,BGD,1994,4.54
Prevalence of overweight (% of adults),Bangladesh,BGD,1993,4.27
Prevalence of overweight (% of adults),Bangladesh,BGD,1992,4.02
Prevalence of overweight (% of adults),Bangladesh,BGD,1991,3.79
Prevalence of overweight (% of adults),Bangladesh,BGD,1990,3.57
Prevalence of overweight (% of adults),Barbados,BRB,2022,67.16
Prevalence of overweight (% of adults),Barbados,BRB,2021,66.71
Prevalence of overweight (% of adults),Barbados,BRB,2020,66.26
Prevalence of overweight (% of adults),Barbados,BRB,2019,65.81
Prevalence of overweight (% of adults),Barbados,BRB,2018,65.35
Prevalence of overweight (% of adults),Barbados,BRB,2017,64.88
Prevalence of overweight (% of adults),Barbados,BRB,2016,64.4
Prevalence of overweight (% of adults),Barbados,BRB,2015,63.92
Prevalence of overweight (% of adults),Barbados,BRB,2014,63.42
Prevalence of overweight (% of adults),Barbados,BRB,2013,62.92
Prevalence of overweight (% of adults),Barbados,BRB,2012,62.41
Prevalence of overweight (% of adults),Barbados,BRB,2011,61.88
Prevalence of overweight (% of adults),Barbados,BRB,2010,61.33
Prevalence of overweight (% of adults),Barbados,BRB,2009,60.75
Prevalence of overweight (% of adults),Barbados,BRB,2008,60.15
Prevalence of overweight (% of adults),Barbados,BRB,2007,59.53
Prevalence of overweight (% of adults),Barbados,BRB,2006,58.88
Prevalence of overweight (% of adults),Barbados,BRB,2005,58.22
Prevalence of overweight (% of adults),Barbados,BRB,2004,57.55
Prevalence of overweight (% of adults),Barbados,BRB,2003,56.85
Prevalence of overweight (% of adults),Barbados,BRB,2002,56.13
Prevalence of overweight (% of adults),Barbados,BRB,2001,55.41
Prevalence of overweight (% of adults),Barbados,BRB,2000,54.67
Prevalence of overweight (% of adults),Barbados,BRB,1999,53.93
Prevalence of overweight (% of adults),Barbados,BRB,1998,53.18
Prevalence of overweight (% of adults),Barbados,BRB,1997,52.45
Prevalence of overweight (% of adults),Barbados,BRB,1996,51.73
Prevalence of overweight (% of adults),Barbados,BRB,1995,51.03
Prevalence of overweight (% of adults),Barbados,BRB,1994,50.35
Prevalence of overweight (% of adults),Barbados,BRB,1993,49.68
Prevalence of overweight (% of adults),Barbados,BRB,1992,49.02
Prevalence of overweight (% of adults),Barbados,BRB,1991,48.38
Prevalence of overweight (% of adults),Barbados,BRB,1990,47.75
Prevalence of overweight (% of adults),Belarus,BLR,2022,55.42
Prevalence of overweight (% of adults),Belarus,BLR,2021,55.25
Prevalence of overweight (% of adults),Belarus,BLR,2020,55.08
Prevalence of overweight (% of adults),Belarus,BLR,2019,54.91
Prevalence of overweight (% of adults),Belarus,BLR,2018,54.74
Prevalence of overweight (% of adults),Belarus,BLR,2017,54.57
Prevalence of overweight (% of adults),Belarus,BLR,2016,54.38
Prevalence of overweight (% of adults),Belarus,BLR,2015,54.18
Prevalence of overweight (% of adults),Belarus,BLR,2014,53.98
Prevalence of overweight (% of adults),Belarus,BLR,2013,53.77
Prevalence of overweight (% of adults),Belarus,BLR,2012,53.55
Prevalence of overweight (% of adults),Belarus,BLR,2011,53.32
Prevalence of overweight (% of adults),Belarus,BLR,2010,53.07
Prevalence of overweight (% of adults),Belarus,BLR,2009,52.8
Prevalence of overweight (% of adults),Belarus,BLR,2008,52.5
Prevalence of overweight (% of adults),Belarus,BLR,2007,52.18
Prevalence of overweight (% of adults),Belarus,BLR,2006,51.84
Prevalence of overweight (% of adults),Belarus,BLR,2005,51.49
Prevalence of overweight (% of adults),Belarus,BLR,2004,51.12
Prevalence of overweight (% of adults),Belarus,BLR,2003,50.76
Prevalence of overweight (% of adults),Belarus,BLR,2002,50.39
Prevalence of overweight (% of adults),Belarus,BLR,2001,50.04
Prevalence of overweight (% of adults),Belarus,BLR,2000,49.72
Prevalence of overweight (% of adults),Belarus,BLR,1999,49.42
Prevalence of overweight (% of adults),Belarus,BLR,1998,49.16
Prevalence of overweight (% of adults),Belarus,BLR,1997,48.93
Prevalence of overweight (% of adults),Belarus,BLR,1996,48.74
Prevalence of overweight (% of adults),Belarus,BLR,1995,48.6
Prevalence of overweight (% of adults),Belarus,BLR,1994,48.5
Prevalence of overweight (% of adults),Belarus,BLR,1993,48.43
Prevalence of overweight (% of adults),Belarus,BLR,1992,48.4
Prevalence of overweight (% of adults),Belarus,BLR,1991,48.39
Prevalence of overweight (% of adults),Belarus,BLR,1990,48.41
Prevalence of overweight (% of adults),Belgium,BEL,2022,51.08
Prevalence of overweight (% of adults),Belgium,BEL,2021,51.05
Prevalence of overweight (% of adults),Belgium,BEL,2020,51.02
Prevalence of overweight (% of adults),Belgium,BEL,2019,51.01
Prevalence of overweight (% of adults),Belgium,BEL,2018,51
Prevalence of overweight (% of adults),Belgium,BEL,2017,50.98
Prevalence of overweight (% of adults),Belgium,BEL,2016,50.97
Prevalence of overweight (% of adults),Belgium,BEL,2015,50.96
Prevalence of overweight (% of adults),Belgium,BEL,2014,50.95
Prevalence of overweight (% of adults),Belgium,BEL,2013,50.96
Prevalence of overweight (% of adults),Belgium,BEL,2012,50.96
Prevalence of overweight (% of adults),Belgium,BEL,2011,50.96
Prevalence of overweight (% of adults),Belgium,BEL,2010,50.94
Prevalence of overweight (% of adults),Belgium,BEL,2009,50.89
Prevalence of overweight (% of adults),Belgium,BEL,2008,50.8
Prevalence of overweight (% of adults),Belgium,BEL,2007,50.67
Prevalence of overweight (% of adults),Belgium,BEL,2006,50.51
Prevalence of overweight (% of adults),Belgium,BEL,2005,50.31
Prevalence of overweight (% of adults),Belgium,BEL,2004,50.08
Prevalence of overweight (% of adults),Belgium,BEL,2003,49.83
Prevalence of overweight (% of adults),Belgium,BEL,2002,49.57
Prevalence of overweight (% of adults),Belgium,BEL,2001,49.29
Prevalence of overweight (% of adults),Belgium,BEL,2000,49
Prevalence of overweight (% of adults),Belgium,BEL,1999,48.7
Prevalence of overweight (% of adults),Belgium,BEL,1998,48.38
Prevalence of overweight (% of adults),Belgium,BEL,1997,48.07
Prevalence of overweight (% of adults),Belgium,BEL,1996,47.75
Prevalence of overweight (% of adults),Belgium,BEL,1995,47.45
Prevalence of overweight (% of adults),Belgium,BEL,1994,47.16
Prevalence of overweight (% of adults),Belgium,BEL,1993,46.88
Prevalence of overweight (% of adults),Belgium,BEL,1992,46.62
Prevalence of overweight (% of adults),Belgium,BEL,1991,46.37
Prevalence of overweight (% of adults),Belgium,BEL,1990,46.13
Prevalence of overweight (% of adults),Belize,BLZ,2022,72.78
Prevalence of overweight (% of adults),Belize,BLZ,2021,72.24
Prevalence of overweight (% of adults),Belize,BLZ,2020,71.7
Prevalence of overweight (% of adults),Belize,BLZ,2019,71.16
Prevalence of overweight (% of adults),Belize,BLZ,2018,70.61
Prevalence of overweight (% of adults),Belize,BLZ,2017,70.06
Prevalence of overweight (% of adults),Belize,BLZ,2016,69.49
Prevalence of overweight (% of adults),Belize,BLZ,2015,68.9
Prevalence of overweight (% of adults),Belize,BLZ,2014,68.3
Prevalence of overweight (% of adults),Belize,BLZ,2013,67.7
Prevalence of overweight (% of adults),Belize,BLZ,2012,67.07
Prevalence of overweight (% of adults),Belize,BLZ,2011,66.41
Prevalence of overweight (% of adults),Belize,BLZ,2010,65.72
Prevalence of overweight (% of adults),Belize,BLZ,2009,64.99
Prevalence of overweight (% of adults),Belize,BLZ,2008,64.21
Prevalence of overweight (% of adults),Belize,BLZ,2007,63.4
Prevalence of overweight (% of adults),Belize,BLZ,2006,62.55
Prevalence of overweight (% of adults),Belize,BLZ,2005,61.66
Prevalence of overweight (% of adults),Belize,BLZ,2004,60.73
Prevalence of overweight (% of adults),Belize,BLZ,2003,59.76
Prevalence of overweight (% of adults),Belize,BLZ,2002,58.74
Prevalence of overweight (% of adults),Belize,BLZ,2001,57.69
Prevalence of overweight (% of adults),Belize,BLZ,2000,56.61
Prevalence of overweight (% of adults),Belize,BLZ,1999,55.5
Prevalence of overweight (% of adults),Belize,BLZ,1998,54.38
Prevalence of overweight (% of adults),Belize,BLZ,1997,53.25
Prevalence of overweight (% of adults),Belize,BLZ,1996,52.12
Prevalence of overweight (% of adults),Belize,BLZ,1995,50.99
Prevalence of overweight (% of adults),Belize,BLZ,1994,49.86
Prevalence of overweight (% of adults),Belize,BLZ,1993,48.73
Prevalence of overweight (% of adults),Belize,BLZ,1992,47.61
Prevalence of overweight (% of adults),Belize,BLZ,1991,46.52
Prevalence of overweight (% of adults),Belize,BLZ,1990,45.45
Prevalence of overweight (% of adults),Benin,BEN,2022,30.08
Prevalence of overweight (% of adults),Benin,BEN,2021,29.54
Prevalence of overweight (% of adults),Benin,BEN,2020,29.03
Prevalence of overweight (% of adults),Benin,BEN,2019,28.53
Prevalence of overweight (% of adults),Benin,BEN,2018,28.04
Prevalence of overweight (% of adults),Benin,BEN,2017,27.58
Prevalence of overweight (% of adults),Benin,BEN,2016,27.13
Prevalence of overweight (% of adults),Benin,BEN,2015,26.7
Prevalence of overweight (% of adults),Benin,BEN,2014,26.27
Prevalence of overweight (% of adults),Benin,BEN,2013,25.86
