country,code,indicator
Sub-Saharan Africa,SSF,Obesity
Sub-Saharan Africa,SSF,Obesity
Sub-Saharan Africa,SSF,Obesity
Sub-Saharan Africa,SSF,Obesity
Sub-Saharan Africa,SSF,Obesity
Sub-Saharan Africa,SSF,Obesity
Sub-Saharan Africa,SSF,Obesity
Sub-Saharan Africa,SSF,Obesity
Sub-Saharan Africa,SSF,Obesity
Sub-Saharan Africa,SSF,Obesity
Sub-Saharan Africa,SSF,Obesity
Sub-Saharan Africa,SSF,Obesity
Sub-Saharan Africa,SSF,Obesity
Sub-Saharan Africa,SSF,Obesity
Sub-Saharan Africa,SSF,Obesity
Sub-Saharan Africa,SSF,Obesity
Sub-Saharan Africa,SSF,Obesity
Sub-Saharan Africa,SSF,Obesity
Sub-Saharan Africa,SSF,Obesity
Sub-Saharan Africa,SSF,Obesity
Sub-Saharan Africa,SSF,Obesity
Sub-Saharan Africa,SSF,Obesity
Sub-Saharan Africa,SSF,Obesity
Sub-Saharan Africa,SSF,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (excluding high income),SSA,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Sub-Saharan Africa (IDA & IBRD),TSS,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
Upper middle income,UMC,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
World,WLD,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Afghanistan,AFG,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Albania,ALB,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
Algeria,DZA,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
American Samoa,ASM,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Andorra,AND,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Angola,AGO,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Antigua and Barbuda,ATG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Argentina,ARG,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Armenia,ARM,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Australia,AUS,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Austria,AUT,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
Azerbaijan,AZE,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
"Bahamas, The",BHS,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bahrain,BHR,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
Bangladesh,BGD,Obesity
