Indicator Name,Country,Year,Value
Prevalence of overweight (% of adults),Belarus,1998,49.16
Prevalence of overweight (% of adults),Belarus,1997,48.93
Prevalence of overweight (% of adults),Belarus,1996,48.74
Prevalence of overweight (% of adults),Belarus,1995,48.6
Prevalence of overweight (% of adults),Belarus,1994,48.5
Prevalence of overweight (% of adults),Belarus,1993,48.43
Prevalence of overweight (% of adults),Belarus,1992,48.4
Prevalence of overweight (% of adults),Belarus,1991,48.39
Prevalence of overweight (% of adults),Belarus,1990,48.41
Prevalence of overweight (% of adults),Belgium,2022,51.08
Prevalence of overweight (% of adults),Belgium,2021,51.05
Prevalence of overweight (% of adults),Belgium,2020,51.02
Prevalence of overweight (% of adults),Belgium,2019,51.01
Prevalence of overweight (% of adults),Belgium,2018,51
Prevalence of overweight (% of adults),Belgium,2017,50.98
Prevalence of overweight (% of adults),Belgium,2016,50.97
Prevalence of overweight (% of adults),Belgium,2015,50.96
Prevalence of overweight (% of adults),Belgium,2014,50.95
Prevalence of overweight (% of adults),Belgium,2013,50.96
Prevalence of overweight (% of adults),Belgium,2012,50.96
Prevalence of overweight (% of adults),Belgium,2011,50.96
Prevalence of overweight (% of adults),Belgium,2010,50.94
Prevalence of overweight (% of adults),Belgium,2009,50.89
Prevalence of overweight (% of adults),Belgium,2008,50.8
Prevalence of overweight (% of adults),Belgium,2007,50.67
Prevalence of overweight (% of adults),Belgium,2006,50.51
Prevalence of overweight (% of adults),Belgium,2005,50.31
Prevalence of overweight (% of adults),Belgium,2004,50.08
Prevalence of overweight (% of adults),Belgium,2003,49.83
Prevalence of overweight (% of adults),Belgium,2002,49.57
Prevalence of overweight (% of adults),Belgium,2001,49.29
Prevalence of overweight (% of adults),Belgium,2000,49
Prevalence of overweight (% of adults),Belgium,1999,48.7
Prevalence of overweight (% of adults),Belgium,1998,48.38
Prevalence of overweight (% of adults),Belgium,1997,48.07
Prevalence of overweight (% of adults),Belgium,1996,47.75
Prevalence of overweight (% of adults),Belgium,1995,47.45
Prevalence of overweight (% of adults),Belgium,1994,47.16
Prevalence of overweight (% of adults),Belgium,1993,46.88
Prevalence of overweight (% of adults),Belgium,1992,46.62
Prevalence of overweight (% of adults),Belgium,1991,46.37
Prevalence of overweight (% of adults),Belgium,1990,46.13
Prevalence of overweight (% of adults),Belize,2022,72.78
Prevalence of overweight (% of adults),Belize,2021,72.24
Prevalence of overweight (% of adults),Belize,2020,71.7
Prevalence of overweight (% of adults),Belize,2019,71.16
Prevalence of overweight (% of adults),Belize,2018,70.61
Prevalence of overweight (% of adults),Belize,2017,70.06
Prevalence of overweight (% of adults),Belize,2016,69.49
Prevalence of overweight (% of adults),Belize,2015,68.9
Prevalence of overweight (% of adults),Belize,2014,68.3
Prevalence of overweight (% of adults),Belize,2013,67.7
Prevalence of overweight (% of adults),Belize,2012,67.07
Prevalence of overweight (% of adults),Belize,2011,66.41
Prevalence of overweight (% of adults),Belize,2010,65.72
Prevalence of overweight (% of adults),Belize,2009,64.99
Prevalence of overweight (% of adults),Belize,2008,64.21
Prevalence of overweight (% of adults),Belize,2007,63.4
Prevalence of overweight (% of adults),Belize,2006,62.55
Prevalence of overweight (% of adults),Belize,2005,61.66
Prevalence of overweight (% of adults),Belize,2004,60.73
Prevalence of overweight (% of adults),Belize,2003,59.76
Prevalence of overweight (% of adults),Belize,2002,58.74
Prevalence of overweight (% of adults),Belize,2001,57.69
Prevalence of overweight (% of adults),Belize,2000,56.61
Prevalence of overweight (% of adults),Belize,1999,55.5
Prevalence of overweight (% of adults),Belize,1998,54.38
Prevalence of overweight (% of adults),Belize,1997,53.25
Prevalence of overweight (% of adults),Belize,1996,52.12
Prevalence of overweight (% of adults),Belize,1995,50.99
Prevalence of overweight (% of adults),Belize,1994,49.86
Prevalence of overweight (% of adults),Belize,1993,48.73
Prevalence of overweight (% of adults),Belize,1992,47.61
Prevalence of overweight (% of adults),Belize,1991,46.52
Prevalence of overweight (% of adults),Belize,1990,45.45
Prevalence of overweight (% of adults),Benin,2022,30.08
Prevalence of overweight (% of adults),Benin,2021,29.54
Prevalence of overweight (% of adults),Benin,2020,29.03
Prevalence of overweight (% of adults),Benin,2019,28.53
Prevalence of overweight (% of adults),Benin,2018,28.04
Prevalence of overweight (% of adults),Benin,2017,27.58
Prevalence of overweight (% of adults),Benin,2016,27.13
Prevalence of overweight (% of adults),Benin,2015,26.7
Prevalence of overweight (% of adults),Benin,2014,26.27
Prevalence of overweight (% of adults),Benin,2013,25.86
Prevalence of overweight (% of adults),Benin,2012,25.44
Prevalence of overweight (% of adults),Benin,2011,25
Prevalence of overweight (% of adults),Benin,2010,24.5
Prevalence of overweight (% of adults),Benin,2009,23.95
Prevalence of overweight (% of adults),Benin,2008,23.32
Prevalence of overweight (% of adults),Benin,2007,22.63
Prevalence of overweight (% of adults),Benin,2006,21.88
Prevalence of overweight (% of adults),Benin,2005,21.08
Prevalence of overweight (% of adults),Benin,2004,20.23
Prevalence of overweight (% of adults),Benin,2003,19.36
Prevalence of overweight (% of adults),Benin,2002,18.48
Prevalence of overweight (% of adults),Benin,2001,17.59
Prevalence of overweight (% of adults),Benin,2000,16.71
Prevalence of overweight (% of adults),Benin,1999,15.85
Prevalence of overweight (% of adults),Benin,1998,15.01
Prevalence of overweight (% of adults),Benin,1997,14.21
Prevalence of overweight (% of adults),Benin,1996,13.46
Prevalence of overweight (% of adults),Benin,1995,12.74
Prevalence of overweight (% of adults),Benin,1994,12.06
Prevalence of overweight (% of adults),Benin,1993,11.41
Prevalence of overweight (% of adults),Benin,1992,10.8
Prevalence of overweight (% of adults),Benin,1991,10.22
Prevalence of overweight (% of adults),Benin,1990,9.66
Prevalence of overweight (% of adults),Bermuda,2022,62.5
Prevalence of overweight (% of adults),Bermuda,2021,61.93
Prevalence of overweight (% of adults),Bermuda,2020,61.33
Prevalence of overweight (% of adults),Bermuda,2019,60.74
Prevalence of overweight (% of adults),Bermuda,2018,60.15
Prevalence of overweight (% of adults),Bermuda,2017,59.55
Prevalence of overweight (% of adults),Bermuda,2016,58.94
Prevalence of overweight (% of adults),Bermuda,2015,58.33
Prevalence of overweight (% of adults),Bermuda,2014,57.72
Prevalence of overweight (% of adults),Bermuda,2013,57.1
Prevalence of overweight (% of adults),Bermuda,2012,56.47
Prevalence of overweight (% of adults),Bermuda,2011,55.81
Prevalence of overweight (% of adults),Bermuda,2010,55.11
Prevalence of overweight (% of adults),Bermuda,2009,54.4
Prevalence of overweight (% of adults),Bermuda,2008,53.65
Prevalence of overweight (% of adults),Bermuda,2007,52.88
Prevalence of overweight (% of adults),Bermuda,2006,52.07
Prevalence of overweight (% of adults),Bermuda,2005,51.24
Prevalence of overweight (% of adults),Bermuda,2004,50.38
Prevalence of overweight (% of adults),Bermuda,2003,49.51
Prevalence of overweight (% of adults),Bermuda,2002,48.6
Prevalence of overweight (% of adults),Bermuda,2001,47.67
Prevalence of overweight (% of adults),Bermuda,2000,46.71
Prevalence of overweight (% of adults),Bermuda,1999,45.73
Prevalence of overweight (% of adults),Bermuda,1998,44.73
Prevalence of overweight (% of adults),Bermuda,1997,43.74
Prevalence of overweight (% of adults),Bermuda,1996,42.76
Prevalence of overweight (% of adults),Bermuda,1995,41.79
Prevalence of overweight (% of adults),Bermuda,1994,40.84
Prevalence of overweight (% of adults),Bermuda,1993,39.91
Prevalence of overweight (% of adults),Bermuda,1992,38.99
Prevalence of overweight (% of adults),Bermuda,1991,38.1
Prevalence of overweight (% of adults),Bermuda,1990,37.22
Prevalence of overweight (% of adults),Bhutan,2022,46.68
Prevalence of overweight (% of adults),Bhutan,2021,45.41
Prevalence of overweight (% of adults),Bhutan,2020,44.12
Prevalence of overweight (% of adults),Bhutan,2019,42.84
Prevalence of overweight (% of adults),Bhutan,2018,41.54
Prevalence of overweight (% of adults),Bhutan,2017,40.24
Prevalence of overweight (% of adults),Bhutan,2016,38.94
Prevalence of overweight (% of adults),Bhutan,2015,37.65
Prevalence of overweight (% of adults),Bhutan,2014,36.39
Prevalence of overweight (% of adults),Bhutan,2013,35.16
Prevalence of overweight (% of adults),Bhutan,2012,33.96
Prevalence of overweight (% of adults),Bhutan,2011,32.78
Prevalence of overweight (% of adults),Bhutan,2010,31.62
Prevalence of overweight (% of adults),Bhutan,2009,30.48
Prevalence of overweight (% of adults),Bhutan,2008,29.35
Prevalence of overweight (% of adults),Bhutan,2007,28.24
Prevalence of overweight (% of adults),Bhutan,2006,27.14
Prevalence of overweight (% of adults),Bhutan,2005,26.06
Prevalence of overweight (% of adults),Bhutan,2004,25.02
Prevalence of overweight (% of adults),Bhutan,2003,24.01
Prevalence of overweight (% of adults),Bhutan,2002,23.01
Prevalence of overweight (% of adults),Bhutan,2001,22.03
Prevalence of overweight (% of adults),Bhutan,2000,21.07
Prevalence of overweight (% of adults),Bhutan,1999,20.13
Prevalence of overweight (% of adults),Bhutan,1998,19.2
Prevalence of overweight (% of adults),Bhutan,1997,18.3
Prevalence of overweight (% of adults),Bhutan,1996,17.43
Prevalence of overweight (% of adults),Bhutan,1995,16.59
Prevalence of overweight (% of adults),Bhutan,1994,15.78
Prevalence of overweight (% of adults),Bhutan,1993,15
Prevalence of overweight (% of adults),Bhutan,1992,14.26
Prevalence of overweight (% of adults),Bhutan,1991,13.54
Prevalence of overweight (% of adults),Bhutan,1990,12.84
Prevalence of overweight (% of adults),Bolivia,2022,65.14
Prevalence of overweight (% of adults),Bolivia,2021,64.19
Prevalence of overweight (% of adults),Bolivia,2020,63.22
Prevalence of overweight (% of adults),Bolivia,2019,62.26
Prevalence of overweight (% of adults),Bolivia,2018,61.3
Prevalence of overweight (% of adults),Bolivia,2017,60.33
Prevalence of overweight (% of adults),Bolivia,2016,59.36
Prevalence of overweight (% of adults),Bolivia,2015,58.38
Prevalence of overweight (% of adults),Bolivia,2014,57.4
Prevalence of overweight (% of adults),Bolivia,2013,56.41
Prevalence of overweight (% of adults),Bolivia,2012,55.41
Prevalence of overweight (% of adults),Bolivia,2011,54.4
Prevalence of overweight (% of adults),Bolivia,2010,53.39
Prevalence of overweight (% of adults),Bolivia,2009,52.38
Prevalence of overweight (% of adults),Bolivia,2008,51.37
Prevalence of overweight (% of adults),Bolivia,2007,50.38
Prevalence of overweight (% of adults),Bolivia,2006,49.4
Prevalence of overweight (% of adults),Bolivia,2005,48.43
Prevalence of overweight (% of adults),Bolivia,2004,47.47
Prevalence of overweight (% of adults),Bolivia,2003,46.52
Prevalence of overweight (% of adults),Bolivia,2002,45.56
Prevalence of overweight (% of adults),Bolivia,2001,44.6
Prevalence of overweight (% of adults),Bolivia,2000,43.65
Prevalence of overweight (% of adults),Bolivia,1999,42.7
Prevalence of overweight (% of adults),Bolivia,1998,41.75
Prevalence of overweight (% of adults),Bolivia,1997,40.82
Prevalence of overweight (% of adults),Bolivia,1996,39.9
Prevalence of overweight (% of adults),Bolivia,1995,38.99
Prevalence of overweight (% of adults),Bolivia,1994,38.12
Prevalence of overweight (% of adults),Bolivia,1993,37.26
Prevalence of overweight (% of adults),Bolivia,1992,36.43
Prevalence of overweight (% of adults),Bolivia,1991,35.59
Prevalence of overweight (% of adults),Bolivia,1990,34.78
Prevalence of overweight (% of adults),Bosnia and Herzegovina,2022,56.86
Prevalence of overweight (% of adults),Bosnia and Herzegovina,2021,56.52
Prevalence of overweight (% of adults),Bosnia and Herzegovina,2020,56.19
Prevalence of overweight (% of adults),Bosnia and Herzegovina,2019,55.87
Prevalence of overweight (% of adults),Bosnia and Herzegovina,2018,55.55
Prevalence of overweight (% of adults),Bosnia and Herzegovina,2017,55.22
Prevalence of overweight (% of adults),Bosnia and Herzegovina,2016,54.9
Prevalence of overweight (% of adults),Bosnia and Herzegovina,2015,54.57
Prevalence of overweight (% of adults),Bosnia and Herzegovina,2014,54.24
Prevalence of overweight (% of adults),Bosnia and Herzegovina,2013,53.93
Prevalence of overweight (% of adults),Bosnia and Herzegovina,2012,53.62
Prevalence of overweight (% of adults),Bosnia and Herzegovina,2011,53.31
Prevalence of overweight (% of adults),Bosnia and Herzegovina,2010,53
Prevalence of overweight (% of adults),Bosnia and Herzegovina,2009,52.67
Prevalence of overweight (% of adults),Bosnia and Herzegovina,2008,52.33
Prevalence of overweight (% of adults),Bosnia and Herzegovina,2007,51.98
Prevalence of overweight (% of adults),Bosnia and Herzegovina,2006,51.61
Prevalence of overweight (% of adults),Bosnia and Herzegovina,2005,51.23
Prevalence of overweight (% of adults),Bosnia and Herzegovina,2004,50.85
Prevalence of overweight (% of adults),Bosnia and Herzegovina,2003,50.47
Prevalence of overweight (% of adults),Bosnia and Herzegovina,2002,50.09
Prevalence of overweight (% of adults),Bosnia and Herzegovina,2001,49.73
Prevalence of overweight (% of adults),Bosnia and Herzegovina,2000,49.38
Prevalence of overweight (% of adults),Bosnia and Herzegovina,1999,49.06
Prevalence of overweight (% of adults),Bosnia and Herzegovina,1998,48.77
Prevalence of overweight (% of adults),Bosnia and Herzegovina,1997,48.51
Prevalence of overweight (% of adults),Bosnia and Herzegovina,1996,48.29
Prevalence of overweight (% of adults),Bosnia and Herzegovina,1995,48.09
Prevalence of overweight (% of adults),Bosnia and Herzegovina,1994,47.9
Prevalence of overweight (% of adults),Bosnia and Herzegovina,1993,47.72
Prevalence of overweight (% of adults),Bosnia and Herzegovina,1992,47.55
